"","LOC","GEN","LAT","LON","Year","Type"
"472","SR_KnightsBr_W","SR_KnightsBr",38.80266,-121.71918,"2007","Vemco"
"473","SR_KnightsBr_W","SR_KnightsBr",38.80266,-121.71918,"2010","Vemco"
"474","SR_KnightsBr_W","SR_KnightsBr",38.80266,-121.71918,"2011","Vemco"
"475","SR_KnightsLand","SR_KnightsLanding",38.80537,-121.72367,"2008","Vemco"
"476","SR_KnightsLand","SR_KnightsLanding",38.80537,-121.72367,"2009","Vemco"
"477","SR_KnightsLand","SR_KnightsLanding",38.80537,-121.72367,"2010","Vemco"
"478","SR_KnightsLand","SR_KnightsLanding",38.80537,-121.72367,"2011","Vemco"
"479","SR_LwrSturgeonHole","SR_SturgeonHole",40.31127,-122.14927,"2008","Vemco"
"480","SR_LwrSturgeonHole","SR_SturgeonHole",40.31127,-122.14927,"2007","Vemco"
"481","SR_Massacre_Flat","SR_Massacre_Flat",40.32114,-122.1522,"2009","Vemco"
"482","SR_Massacre_Flat","SR_Massacre_Flat",40.32114,-122.1522,"2010","Vemco"
"483","SR_Massacre_Flat","SR_Massacre_Flat",40.32114,-122.1522,"2008","Vemco"
"484","SR_MeridianBr","SR_MeridianBr",39.14173333,-121.9208333,"2008","Vemco"
"485","SR_MeridianBr","SR_MeridianBr",39.14173333,-121.9208333,"2009","Vemco"
"486","SR_MeridianBr","SR_MeridianBr",39.14173333,-121.9208333,"2007","Vemco"
"487","SR_MeridianBr","SR_MeridianBr",39.14173333,-121.9208333,"2010","Vemco"
"488","SR_MeridianBr2","SR_MeridianBr",39.14157,-121.9222,"2008","Vemco"
"489","SR_MeridianBr2","SR_MeridianBr",39.14157,-121.9222,"2009","Vemco"
"490","SR_MeridianBr2","SR_MeridianBr",39.14157,-121.9222,"2007","Vemco"
"491","SR_MeridianBr2","SR_MeridianBr",39.14157,-121.9222,"2010","Vemco"
"492","SR_Mouth","SR_Mouth",38.17392,-121.64831,"2008","Vemco"
"493","SR_Mouth","SR_Mouth",38.17392,-121.64831,"2011","Vemco"
"494","SR_Mouth","SR_Mouth",38.17392,-121.64831,"2007","Vemco"
"495","SR_Mouth","SR_Mouth",38.17392,-121.64831,"2009","Vemco"
"496","SR_Mouth","SR_Mouth",38.17392,-121.64831,"2010","Vemco"
"497","SR_OrdBend","SR_OrdBend",39.62643333,-121.9895833,"2007","Vemco"
"498","SR_RM69-1","SR_RM69",38.66312,-121.61293,"2009","Vemco"
"499","SR_RM69-1","SR_RM69",38.66312,-121.61293,"2010","Vemco"
"500","SR_RM69-11","SR_RM69",38.66704,-121.61917,"2010","Vemco"
"501","SR_RM69-11","SR_RM69",38.66704,-121.61917,"2009","Vemco"
"502","SR_RM69-13","SR_RM69",38.6679,-121.61813,"2009","Vemco"
"503","SR_RM69-13","SR_RM69",38.6679,-121.61813,"2010","Vemco"
"504","SR_RM69-14","SR_RM69",38.66794,-121.6204,"2010","Vemco"
"505","SR_RM69-14","SR_RM69",38.66794,-121.6204,"2009","Vemco"
"506","SR_RM69-15","SR_RM69",38.66825,-121.61909,"2009","Vemco"
"507","SR_RM69-15","SR_RM69",38.66825,-121.61909,"2010","Vemco"
"508","SR_RM69-2","SR_RM69",38.66365,-121.61397,"2010","Vemco"
"509","SR_RM69-2","SR_RM69",38.66365,-121.61397,"2009","Vemco"
"510","SR_RM69-7","SR_RM69",38.66479,-121.61282,"2010","Vemco"
"511","SR_RM69-7","SR_RM69",38.66479,-121.61282,"2009","Vemco"
"512","SR_RM72-1","SR_RM72",38.69494,-121.63343,"2010","Vemco"
"513","SR_RM72-1","SR_RM72",38.69494,-121.63343,"2009","Vemco"
"5141","SR_RM72-2","SR_RM72",38.69513,-121.63342,"2010","Vemco"
"515","SR_RM72-2","SR_RM72",38.69513,-121.63342,"2009","Vemco"
"516","SR_RM72-4","SR_RM72",38.69596,-121.63308,"2010","Vemco"
"517","SR_RM72-4","SR_RM72",38.69596,-121.63308,"2009","Vemco"
"518","SR_RM72-5","SR_RM72",38.69633,-121.63264,"2010","Vemco"
"519","SR_RM72-5","SR_RM72",38.69633,-121.63264,"2009","Vemco"
"520","SR_RM72-6","SR_RM72",38.69638,-121.63274,"2010","Vemco"
"521","SR_RM72-6","SR_RM72",38.69638,-121.63274,"2009","Vemco"
"522","SR_RM85-1","SR_RM85",38.7654,-121.69054,"2010","Vemco"
"523","SR_RM85-1","SR_RM85",38.7654,-121.69054,"2009","Vemco"
"524","SR_RM85-2","SR_RM85",38.76546,-121.69014,"2009","Vemco"
"525","SR_RM85-2","SR_RM85",38.76546,-121.69014,"2010","Vemco"
"526","SR_RM85-3","SR_RM85",38.76564,-121.69091,"2010","Vemco"
"527","SR_RM85-4","SR_RM85",38.76618,-121.69114,"2009","Vemco"
"528","SR_RM85-4","SR_RM85",38.76618,-121.69114,"2010","Vemco"
"529","SR_RM85-5","SR_RM85",38.76633,-121.69167,"2009","Vemco"
"530","SR_RM85-5","SR_RM85",38.76633,-121.69167,"2010","Vemco"
"531","SR_RM92-1","SR_RM92",38.81321,-121.72358,"2009","Vemco"
"532","SR_RM92-1","SR_RM92",38.81321,-121.72358,"2010","Vemco"
"533","SR_RM92-2","SR_RM92",38.81352,-121.72403,"2010","Vemco"
"534","SR_RM92-2","SR_RM92",38.81352,-121.72403,"2009","Vemco"
"535","SR_RM92-3","SR_RM92",38.81479,-121.72445,"2010","Vemco"
"536","SR_RM92-3","SR_RM92",38.81479,-121.72445,"2009","Vemco"
"537","SR_RV10.7L","SR_Below_RioVista_Bridge",38.129823,-121.687957,"2010","Vemco"
"5381","SR_RV10.7L","SR_Below_RioVista_Bridge",38.129823,-121.687957,"2009","Vemco"
"539","SR_RV107L","SR_Below_RioVista_Bridge",38.129823,-121.687957,"2008","Vemco"
"540","SR_RV107L","SR_Below_RioVista_Bridge",38.129823,-121.687957,"2009","Vemco"
"5411","SR_RV125L","SR_RioVista",38.154499,-121.681125,"2010","Vemco"
"542","SR_RV125L","SR_RioVista",38.154499,-121.681125,"2008","Vemco"
"543","SR_RV125L","SR_RioVista",38.154499,-121.681125,"2009","Vemco"
"544","SR_RV127L","SR_RioVista",38.157695,-121.678529,"2009","Vemco"
"545","SR_RV127L","SR_RioVista",38.157695,-121.678529,"2010","Vemco"
"546","SR_RV127L","SR_RioVista",38.157695,-121.678529,"2008","Vemco"
"547","SR_RV150R","SR_Mouth",38.174448,-121.651056,"2010","Vemco"
"548","SR_RV150R","SR_Mouth",38.174448,-121.651056,"2009","Vemco"
"549","SR_RV150R","SR_Mouth",38.174448,-121.651056,"2008","Vemco"
"550","SR_RV169L","SR_Isleton",38.163032,-121.616706,"2010","Vemco"
"551","SR_RV169L","SR_Isleton",38.163032,-121.616706,"2008","Vemco"
"552","SR_RV169L","SR_Isleton",38.163032,-121.616706,"2009","Vemco"
"553","SR_RV169R","SR_Isleton",38.164704,-121.618446,"2010","Vemco"
"554","SR_RV169R","SR_Isleton",38.164704,-121.618446,"2008","Vemco"
"555","SR_RV169R","SR_Isleton",38.164704,-121.618446,"2009","Vemco"
"556","SR_Ryde","SR_Ryde",38.23783333,-121.5572833,"2007","Vemco"
"557","SR_Ryde","SR_Ryde",38.23783333,-121.5572833,"2008","Vemco"
"558","SR_SRWTPD_E","SR_SRWTPD_VPS",38.5918,-121.5061,"2011","Vemco"
"559","SR_SRWTPD_N-1","SR_SRWTPD_VPS",38.59233,-121.50687,"2011","Vemco"
"560","SR_SRWTPD_Old","SR_SRWTPD_VPS",38.5935,-121.5069,"2011","Vemco"
"5611","SR_SRWTPD_S","SR_SRWTPD_VPS",38.5915,-121.5066,"2011","Vemco"
"562","SR_SRWTPD_S","SR_SRWTPD_VPS",38.5915,-121.5066,"2010","Vemco"
"563","SR_SRWTPD_VPS_ENE","SR_SRWTPD_VPS",38.593,-121.5067,"2011","Vemco"
"564","SR_SRWTPD_VPS_ESE","SR_SRWTPD_VPS",38.5908,-121.5059,"2011","Vemco"
"565","SR_SRWTPD_VPS_NW","SR_SRWTPD_VPS",38.5935,-121.5084,"2010","Vemco"
"566","SR_SRWTPD_VPS_NW","SR_SRWTPD_VPS",38.5935,-121.5084,"2011","Vemco"
"567","SR_SRWTPD_VPS_SE","SR_SRWTPD_VPS",38.5899,-121.5057,"2011","Vemco"
"568","SR_SRWTPD_VPS_SW","SR_SRWTPD_VPS",38.5896,-121.5075,"2011","Vemco"
"569","SR_SRWTPD_VPS_W","SR_SRWTPD_VPS",38.5916,-121.5083,"2011","Vemco"
"570","SR_SRWTPD_VPS_W","SR_SRWTPD_VPS",38.5916,-121.5083,"2010","Vemco"
"571","SR_SRWTPD_VPS_WNW","SR_SRWTPD_VPS",38.5924,-121.5084,"2011","Vemco"
"572","SR_SRWTPD_VPS_WSW","SR_SRWTPD_VPS",38.5907,-121.5077,"2011","Vemco"
"573","SR_Steamboat","SR_Steamboat",38.28498333,-121.5868333,"2011","Vemco"
"574","SR_Steamboat","SR_Steamboat",38.28498333,-121.5868333,"2009","Vemco"
"575","SR_Steamboat","SR_Steamboat",38.28498333,-121.5868333,"2007","Vemco"
"576","SR_Steamboat","SR_Steamboat",38.28498333,-121.5868333,"2010","Vemco"
"577","SR_Steamboat","SR_Steamboat",38.28498333,-121.5868333,"2008","Vemco"
"578","SR_SteamboatS","SR_SteamboatS",38.18316667,-121.6579167,"2008","Vemco"
"579","SR_SteamboatS","SR_SteamboatS",38.18316667,-121.6579167,"2007","Vemco"
"580","SR_SteamboatS","SR_SteamboatS",38.18316667,-121.6579167,"2011","Vemco"
"581","SR_SteamboatS","SR_SteamboatS",38.18316667,-121.6579167,"2009","Vemco"
"582","SR_SteamboatS","SR_SteamboatS",38.18316667,-121.6579167,"2010","Vemco"
"583","SR_SutterSlough1","SR_SutterSlough",38.33188,-121.58284,"2007","Vemco"
"584","SR_SutterSlough1","SR_SutterSlough",38.33188,-121.58284,"2008","Vemco"
"585","SR_SutterSlough1","SR_SutterSlough",38.33188,-121.58284,"2009","Vemco"
"586","SR_SutterSlough1","SR_SutterSlough",38.33188,-121.58284,"2011","Vemco"
"587","SR_SutterSlough1","SR_SutterSlough",38.33188,-121.58284,"2010","Vemco"
"588","SR_SutterSlough2","SR_SutterSlough",38.33093,-121.58017,"2011","Vemco"
"589","SR_SutterSlough2","SR_SutterSlough",38.33093,-121.58017,"2009","Vemco"
"590","SR_SutterSlough2","SR_SutterSlough",38.33093,-121.58017,"2010","Vemco"
"591","SR_SutterSteam","SR_SutterSteam",38.25243333,-121.6024333,"2008","Vemco"
"592","SR_SutterSteam","SR_SutterSteam",38.25243333,-121.6024333,"2007","Vemco"
"593","SR_SutterSteam1","SR_SutterSteam",38.24627,-121.60255,"2009","Vemco"
"594","SR_SutterSteam1","SR_SutterSteam",38.24627,-121.60255,"2011","Vemco"
"595","SR_SutterSteam1","SR_SutterSteam",38.24627,-121.60255,"2010","Vemco"
"596","SR_SutterSteam1","SR_SutterSteam",38.24627,-121.60255,"2008","Vemco"
"597","SR_SutterSteam2","SR_SutterSteam",38.25107,-121.60273,"2009","Vemco"
"598","SR_SutterSteam2","SR_SutterSteam",38.25107,-121.60273,"2010","Vemco"
"599","SR_SutterSteam2","SR_SutterSteam",38.25107,-121.60273,"2011","Vemco"
"600","SR_TowerE","SR_Tower",38.580308,-121.508,"2010","Vemco"
"601","SR_TowerE","SR_Tower",38.580308,-121.508,"2011","Vemco"
"6021","SR_TowerW","SR_Tower",38.58051392,-121.5086992,"2011","Vemco"
"603","SR_TowerW","SR_Tower",38.58051392,-121.5086992,"2010","Vemco"
"604","SR_UprSturgeonHole","SR_SturgeonHole",40.31256,-122.14945,"2009","Vemco"
"605","SR_UprSturgeonHole","SR_SturgeonHole",40.31256,-122.14945,"2008","Vemco"
"606","SR_UprSturgeonHole","SR_SturgeonHole",40.31256,-122.14945,"2010","Vemco"
"607","SR_UprSturgeonHole","SR_SturgeonHole",40.31256,-122.14945,"2007","Vemco"
"6081","SR_Woodson_Temp","SR_Woodson_Temp",39.91937,-122.08495,"2009","Vemco"
"609","SR_Woodson_Temp","SR_Woodson_Temp",39.91937,-122.08495,"2008","Vemco"
"610","SR_Woodson_Temp","SR_Woodson_Temp",39.91937,-122.08495,"2010","Vemco"
"6111","Steam_Marina","Steam_Marina",38.30286,-121.57902,"2010","Vemco"
"612","Steam_Marina","Steam_Marina",38.30286,-121.57902,"2011","Vemco"
"613","Steam_Marina","Steam_Marina",38.30286,-121.57902,"2009","Vemco"
"614","Sutter_Blw_Miner","Sutter_Blw_Miner",38.28426,-121.60399,"2011","Vemco"
"615","Sutter_Blw_Miner","Sutter_Blw_Miner",38.28426,-121.60399,"2010","Vemco"
"6161","ThreeMile","ThreeMile",38.11446667,-121.68445,"2010","Vemco"
"617","ThreeMile","ThreeMile",38.11446667,-121.68445,"2007","Vemco"
"6181","ThreeMile","ThreeMile",38.11446667,-121.68445,"2009","Vemco"
"619","ThreeMile","ThreeMile",38.11446667,-121.68445,"2011","Vemco"
"620","ThreeMile","ThreeMile",38.11446667,-121.68445,"2008","Vemco"
"621","ThreeMile2","ThreeMile2",38.10521,-121.69419,"2009","Vemco"
"622","ThreeMile2","ThreeMile2",38.10521,-121.69419,"2010","Vemco"
"623","ThreeMile2","ThreeMile2",38.10521,-121.69419,"2011","Vemco"
"624","Tracy_Fish_Facility_2","Tracy_Fish_Facility",37.815869,-121.559094,"2008","Vemco"
"625","Tracy_Fish_Facility_3","Tracy_Fish_Facility",37.815897,-121.559011,"2008","Vemco"
"1100","300559","NA",38.290403,-121.661013,"2016","Vemco"
"2101","300629","NA",38.572972,-121.584149,"2016","Vemco"
"3101","300857","NA",38.571805,-121.590728,"2016","Vemco"
"4100","300976","NA",38.57309,-121.58298,"2016","Vemco"
"5100","300977","NA",38.572579,-121.586369,"2016","Vemco"
"627","300978","NA",38.67756,-121.64428,"2016","Vemco"
"710","300996","NA",38.57049,-121.59781,"2016","Vemco"
"811","301009","NA",38.57088,-121.59563,"2016","Vemco"
"910","301017","NA",38.56933,-121.60434,"2016","Vemco"
"1010","301019","NA",38.56892,-121.60653,"2016","Vemco"
"1112","301020","NA",38.57009,-121.6,"2016","Vemco"
"1210","301022","NA",38.5697,-121.60218,"2016","Vemco"
"1310","301027","NA",38.57127,-121.59344,"2016","Vemco"
"1410","301055","NA",38.592476,-121.586772,"2016","Vemco"
"1510","301103","NA",38.22792,-121.67347,"2016","Vemco"
"1610","301104","NA",38.22786,-121.6758,"2016","Vemco"
"1710","301105","NA",38.22336,-121.67261,"2016","Vemco"
"1811","301106","NA",38.22304,-121.67489,"2016","Vemco"
"1910","301115","NA",38.353384,-121.643181,"2016","Vemco"
"2010","301117","NA",38.572214,-121.588569,"2016","Vemco"
"2110","450036","NA",38.474757,-121.588623,"2016","Vemco"
"2210","301632","NA",38.45045,-121.5017167,"2016","Vemco"
"2311","301633","NA",38.4505,-121.5008833,"2016","Vemco"
"2410","301635","NA",38.44971667,-121.5009667,"2016","Vemco"
"2510","301662","NA",38.22212127,-121.6738046,"2016","Vemco"
"2610","301663","NA",38.22236667,-121.6730167,"2016","Vemco"
"2710","301649","NA",38.2337,-121.5196167,"2016","Vemco"
"2810","301648","NA",38.23426667,-121.51905,"2016","Vemco"
"2910","301661","NA",38.09503333,-121.4947833,"2016","Vemco"
"3010","301660","NA",38.09575,-121.4952167,"2016","Vemco"
"3110","300936","NA",38.05091667,-121.9294167,"2016","Vemco"
"3210","301505","NA",38.0480489,-121.9319371,"2016","Vemco"
"3310","300880","NA",38.04828333,-121.9327833,"2016","Vemco"
"3410","300864","NA",38.04707381,-121.9333274,"2016","Vemco"
"3511","300990","NA",38.04726667,-121.9342833,"2016","Vemco"
"3610","301158","NA",38.0460063,-121.9331899,"2016","Vemco"
"3710","301509","NA",38.04616667,-121.9342,"2016","Vemco"
"3810","300955","NA",38.05192308,-121.9325472,"2016","Vemco"
"3910","300909","NA",38.0508618,-121.9329347,"2016","Vemco"
"4010","300989","NA",38.04736667,-121.9345833,"2016","Vemco"
"4110","301159","NA",38.04650956,-121.9347374,"2016","Vemco"
"4210","300727","NA",38.04983333,-121.9296833,"2016","Vemco"
"4310","300906","NA",38.04766667,-121.9303833,"2016","Vemco"
"4410","301154","NA",38.0466,-121.9309667,"2016","Vemco"
"4510","300865","NA",38.04544153,-121.931,"2016","Vemco"
"4610","300923","NA",38.0514,-121.9308833,"2016","Vemco"
"4710","300731","NA",38.05179602,-121.9318397,"2016","Vemco"
"4810","300929","NA",38.05025419,-121.9314927,"2016","Vemco"
"4910","300886","NA",38.05056667,-121.9323339,"2016","Vemco"
"5010","301659","NA",38.10936667,-121.5782167,"2016","Vemco"
"5111","301658","NA",38.10975,-121.5793333,"2016","Vemco"
"5210","301650","NA",38.17343333,-121.6484833,"2016","Vemco"
"5310","301651","NA",38.17276667,-121.6487833,"2016","Vemco"
"5410","301652","NA",38.17376667,-121.6495667,"2016","Vemco"
"5510","301653","NA",38.17278333,-121.6499833,"2016","Vemco"
"5610","301640","NA",38.30048333,-121.5699167,"2016","Vemco"
"5710","301641","NA",38.30068333,-121.5694833,"2016","Vemco"
"5810","301642","NA",38.29961667,-121.5691667,"2016","Vemco"
"5910","301643","NA",38.29988333,-121.5688833,"2016","Vemco"
"6010","301637","NA",38.3311,-121.58495,"2016","Vemco"
"6110","301636","NA",38.33181667,-121.5843667,"2016","Vemco"
"628","301647","NA",38.23855,-121.5269667,"2016","Vemco"
"631","301645","NA",38.2388,-121.5259,"2016","Vemco"
"641","301654","NA",38.1911,-121.6396167,"2016","Vemco"
"651","301655","NA",38.19081667,-121.6392667,"2016","Vemco"
"662","301656","NA",38.1907,-121.64055,"2016","Vemco"
"671","301657","NA",38.19038333,-121.6402,"2016","Vemco"
"681","301638","NA",38.29983333,-121.58055,"2016","Vemco"
"691","301639","NA",38.29893333,-121.58105,"2016","Vemco"
"1101","I_80","I_80_1",38.57309,-121.58298,"2013","Vemco"
"2102","Lisbon","Lisbon",38.476309,-121.588685,"2013","Vemco"
"3102","RSTR","Rstr",38.353472,-121.642931,"2013","Vemco"
"4101","Base_TD","Base_TD",38.29072,-121.66068,"2013","Vemco"
"5101","BCE","BC_joint",38.230671,-121.673856,"2013","Vemco"
"629","BCW","BC_joint",38.230739,-121.676042,"2013","Vemco"
"712","BCW2","BC_joint",38.48826,-121.618805,"2013","Vemco"
"812","BCE2","BC_joint",38.48826,-121.618805,"2013","Vemco"
"911","I_80","I_80_1",38.57309,-121.58298,"2012","Vemco"
"1011","Lisbon","Lisbon",38.476309,-121.588685,"2012","Vemco"
"1113","RSTR","Rstr",38.353472,-121.642931,"2012","Vemco"
"1211","Base_TD","Base_TD",38.29072,-121.66068,"2012","Vemco"
"1311","BCE","BC_joint",38.230671,-121.673856,"2012","Vemco"
"1411","BCW","BC_joint",38.230739,-121.676042,"2012","Vemco"
"1511","Miner","Miner",38.2369,-121.66538,"2012","Vemco"
"1611","Sutter","Sutter",38.3286,-121.5778,"2012","Vemco"
"1711","SAC 80.5","RM80_5",38.77539,-121.63181,"2012","Vemco"
"1812","georgiana","Georgiana",38.23725,-121.51762,"2012","Vemco"
"1911","SAC 71 L","RM71",38.68499,-121.63318,"2012","Vemco"
"2011","RM 88 R","RM88",38.78796,-121.69355,"2012","Vemco"
"2111","SAC 71 R","RM71",38.68489,-121.63389,"2012","Vemco"
"2211","Steamboat","Steamboat",38.28498,-121.58683,"2012","Vemco"
"2312","upper miner","UpperMiner",38.29174,-121.63097,"2012","Vemco"
"2411","Base of steamboat","BaseSteamboat",38.18317,-121.65792,"2012","Vemco"
"2511","SAC 61","RM61",38.60357,-121.52004,"2012","Vemco"
"2611","RM 88 L","RM88",38.78797,-121.69311,"2012","Vemco"
"2711","Sac_mouth","SacMouth",38.17392,-121.64831,"2012","Vemco"
"2811","KLBmt1","KLB",38.80235,-121.727916,"2013","Vemco"
"2912","KLBmt2","KLB",38.80226,-121.72005,"2013","Vemco"
"3011","MS01mt1","MS01",38.80007,-121.72071,"2013","Vemco"
"3111","MS01mt2","MS01",38.80009,-121.69776,"2013","Vemco"
"3211","MS01mt3","MS01",38.79976,-121.69728,"2013","Vemco"
"3311","MS01mt4","MS01",38.79974,-121.69765,"2013","Vemco"
"3411","MS02mt1","MS02",38.7811,-121.69716,"2013","Vemco"
"3512","MS02mt2","MS02",38.78111,-121.68845,"2013","Vemco"
"3611","MS02mt3","MS02",38.78102,-121.68797,"2013","Vemco"
"3711","MS02mt4","MS02",38.78108,-121.68826,"2013","Vemco"
"3811","MS03mt1","MS03",38.7701,-121.68767,"2013","Vemco"
"3911","MS03mt2","MS03",8.76988,-121.69196,"2013","Vemco"
"4011","MS03mt3","MS03",38.7699,-121.6916,"2013","Vemco"
"4111","MS03mt4","MS03",38.76971,-121.69218,"2013","Vemco"
"4211","MS04mt1","MS04",38.76449,-121.69192,"2013","Vemco"
"4311","MS04mt2","MS04",38.7646,-121.68929,"2013","Vemco"
"4411","MS04mt3","MS04",38.76442,-121.68885,"2013","Vemco"
"4512","MS04mt4","MS04",38.76457,-121.68902,"2013","Vemco"
"4611","MS05mt1","MS05",38.76025,-121.68854,"2013","Vemco"
"4711","MS05mt2","MS05",38.76054,-121.67695,"2013","Vemco"
"4811","MS05mt3","MS05",38.76012,-121.67693,"2013","Vemco"
"4911","MS05mt4","MS05",38.76046,-121.67648,"2013","Vemco"
"5011","MS06mt1","MS06",38.77018,-121.67627,"2013","Vemco"
"5112","MS06mt2","MS06",38.77028,-121.63251,"2013","Vemco"
"5211","MS06mt3","MS06",38.77053,-121.63296,"2013","Vemco"
"5311","MS06mt4","MS06",8.77052,-121.63239,"2013","Vemco"
"5412","MS07mt1","MS07",38.78045,-121.6329,"2013","Vemco"
"5511","MS07mt2","MS07",38.78016,-121.62833,"2013","Vemco"
"5612","MS07mt3","MS07",38.78061,-121.62887,"2013","Vemco"
"5711","MS07mt4","MS07",38.78036,-121.62866,"2013","Vemco"
"5811","MS08mt1","MS08",8.74305,-121.62916,"2013","Vemco"
"5911","MS08mt2","MS08",38.74271,-121.6007,"2013","Vemco"
"6011","MS08mt3","MS08",38.74282,-121.59988,"2013","Vemco"
"6112","MS08mt4","MS08",38.74259,-121.60092,"2013","Vemco"
"6210","MS08mt5","MS08",8.7427,-121.59981,"2013","Vemco"
"632","MS09mt1","MS09",38.70987,-121.6003,"2013","Vemco"
"642","MS09mt2","MS09",8.70947,-121.61497,"2013","Vemco"
"652","MS09mt4","MS09",38.70924,-121.6142,"2013","Vemco"
"663","MS09mt5","MS09",8.70962,-121.61441,"2013","Vemco"
"672","MS10mt1","MS10",38.67002,-121.6147,"2013","Vemco"
"682","MS10mt2","MS10",38.6705,-121.62278,"2013","Vemco"
"692","MS10mt3","MS10",38.6698,-121.62227,"2013","Vemco"
"701","MS10mt4","MS10",38.67029,-121.62247,"2013","Vemco"
"713","MS10mt5","MS10",38.67016,-121.62193,"2013","Vemco"
"721","MS11mt1","MS11",38.60352,-121.62238,"2013","Vemco"
"732","MS12mt1","MS12",38.56222,-121.52081,"2013","Vemco"
"741","MS12mt2","MS12",38.56135,-121.52031,"2013","Vemco"
"751","MS12mt3","MS12",38.56181,-121.51992,"2013","Vemco"
"761","MS13mt1","MS13",38.43536,-121.51869,"2013","Vemco"
"771","MS13mt2","MS13",38.43461,-121.52423,"2013","Vemco"
"781","MS13mt3","MS13",38.43544,-121.52406,"2013","Vemco"
"791","MS13mt4","MS13",38.4346,-121.52461,"2013","Vemco"
"801","MS13mt5","MS13",38.43505,-121.52454,"2013","Vemco"
"813","MS14mt1","MS14",38.30279,-121.52431,"2013","Vemco"
"821","MS14mt2","MS14",38.33014,-121.57797,"2013","Vemco"
"831","MS14mt3","MS14",38.23657,-121.57988,"2013","Vemco"
"841","MS14mt4","MS14",38.23926,-121.51723,"2013","Vemco"
"852","MS14mt5","MS14",38.23977,-121.52074,"2013","Vemco"
"861","MS14mt6","MS14",8.24508,-121.52074,"2013","Vemco"
"871","MS15mt1","MS15",38.17307,-121.5059,"2013","Vemco"
"881","MS16mt1","MS16",38.21988,-121.64298,"2013","Vemco"
"891","MS16mt2","MS16",8.22056,-121.67339,"2013","Vemco"
"901","MAE.1","Chipps",38.047892,-121.92957,"2012","Vemco"
"912","MAE.2","Chipps",38.047892,-121.92957,"2012","Vemco"
"922","MAE.3","Chipps",38.046635,-121.931456,"2012","Vemco"
"932","MAE.4","Chipps",38.050009,-121.927605,"2012","Vemco"
"941","MAE.5-LOST","Chipps",38.045968,-121.931987,"2012","Vemco"
"951","MAE.6","Chipps",38.050009,-121.927605,"2012","Vemco"
"961","MAW.1","Chipps",38.048358,-121.932802,"2012","Vemco"
"971","MAW.2","Chipps",38.048358,-121.932802,"2012","Vemco"
"981","MAW.3","Chipps",38.046874,-121.932608,"2012","Vemco"
"992","MAW.4","Chipps",38.050975,-121.930688,"2012","Vemco"
"1001","MAW.5","Chipps",38.046874,-121.932608,"2012","Vemco"
"1012","MAW.6","Chipps",38.050061,-121.932114,"2012","Vemco"
"1022","MAE.1","Chipps",38.047265,-121.931783,"2013","Vemco"
"1031","MAE.2","Chipps",38.047892,-121.92957,"2013","Vemco"
"1041","MAE.3","Chipps",38.046602,-121.929173,"2013","Vemco"
"1051","MAE.4","Chipps",38.048856,-121.929075,"2013","Vemco"
"1061","MAE.5","Chipps",38.044827,-121.932174,"2013","Vemco"
"1071","MAE.6","Chipps",38.050826,-121.930197,"2013","Vemco"
"1082","MAW.1","Chipps",38.048633,-121.932348,"2013","Vemco"
"1091","MAW.2","Chipps",38.048633,-121.932348,"2013","Vemco"
"1102","MAW.3","Chipps",38.047866,-121.9338,"2013","Vemco"
"1114","MAW.4","Chipps",38.050692,-121.932733,"2013","Vemco"
"1121","MAW.5","Chipps",38.046202,-121.935575,"2013","Vemco"
"1131","MAW.6","Chipps",38.052065,-121.931399,"2013","Vemco"
